轐	bu	2	rime_pinyin_simp
篰	bu	2	rime_pinyin_simp
峬	bu	2	rime_pinyin_simp
踄	bu	2	rime_pinyin_simp
誧	bu	3	rime_pinyin_simp
蔀	bu	3	rime_pinyin_simp
醭	bu	4	rime_pinyin_simp
餔	bu	4	rime_pinyin_simp
鈽	bu	4	rime_pinyin_simp
鳪	bu	4	rime_pinyin_simp
鸔	bu	5	rime_pinyin_simp
咘	bu	6	rime_pinyin_simp
钸	bu	6	rime_pinyin_simp
晡	bu	7	rime_pinyin_simp
瓿	bu	9	rime_pinyin_simp
埔	bu	9	rime_pinyin_simp
佈	bu	13	rime_pinyin_simp
堡	bu	13	rime_pinyin_simp
歩	bu	17	rime_pinyin_simp
逋	bu	18	rime_pinyin_simp
補	bu	27	rime_pinyin_simp
钚	bu	61	rime_pinyin_simp
怖	bu	73	rime_pinyin_simp
哺	bu	86	rime_pinyin_simp
吥	bu	115	rime_pinyin_simp
卟	bu	140	rime_pinyin_simp
埠	bu	259	rime_pinyin_simp
簿	bu	294	rime_pinyin_simp
捕	bu	421	rime_pinyin_simp
卜	bu	488	rime_pinyin_simp
步	bu	3932	rime_pinyin_simp
布	bu	4782	rime_pinyin_simp
补	bu	7072	rime_pinyin_simp
部	bu	13826	rime_pinyin_simp
不	bu	590644	rime_pinyin_simp
汃	pa	1	rime_pinyin_simp
跁	pa	2	rime_pinyin_simp
舥	pa	2	rime_pinyin_simp
鈀	pa	2	rime_pinyin_simp
袙	pa	3	rime_pinyin_simp
钯	pa	6	rime_pinyin_simp
筢	pa	8	rime_pinyin_simp
帊	pa	9	rime_pinyin_simp
杷	pa	13	rime_pinyin_simp
掱	pa	14	rime_pinyin_simp
葩	pa	37	rime_pinyin_simp
琶	pa	46	rime_pinyin_simp
耙	pa	64	rime_pinyin_simp
扒	pa	204	rime_pinyin_simp
啪	pa	245	rime_pinyin_simp
趴	pa	681	rime_pinyin_simp
帕	pa	1080	rime_pinyin_simp
爬	pa	3502	rime_pinyin_simp
怕	pa	22788	rime_pinyin_simp
箄	pai	1	rime_pinyin_simp
鎃	pai	1	rime_pinyin_simp
犤	pai	3	rime_pinyin_simp
簰	pai	5	rime_pinyin_simp
棑	pai	6	rime_pinyin_simp
蒎	pai	8	rime_pinyin_simp
迫	pai	8	rime_pinyin_simp
俳	pai	17	rime_pinyin_simp
徘	pai	27	rime_pinyin_simp
湃	pai	30	rime_pinyin_simp
哌	pai	121	rime_pinyin_simp
牌	pai	5772	rime_pinyin_simp
排	pai	5970	rime_pinyin_simp
派	pai	6067	rime_pinyin_simp
拍	pai	18300	rime_pinyin_simp
瀊	pan	1	rime_pinyin_simp
坢	pan	1	rime_pinyin_simp
縏	pan	2	rime_pinyin_simp
蒰	pan	2	rime_pinyin_simp
碆	pan	2	rime_pinyin_simp
